target,term,Exact,Inferred
Black,$T_i$,1.7183631376594726,0.1742619276046753
Black,$\Gamma_i$,5.232606865421088,0.05644901096820831
Black,$\nu_{iii}$,-32.69229678119011,-5.505275249481201
Black,$\nu_{iij}$,3.8468487648737466,0.7101172208786011
Black,$\nu_{ijj}$,9.856062799745882,1.3069475889205933
Black,$k_{ii}$,17.4193447103632,1.038189172744751
Black,$k_{ij}$,-9.496633097666733,-2.2870728969573975
White,$T_i$,0.3755539904546736,0.17238891124725342
White,$\Gamma_i$,2.4616512730183318,0.2863660156726837
White,$\nu_{iii}$,-6.40074002350609,-0.6495971083641052
White,$\nu_{iij}$,-18.90620845706837,-1.510499358177185
White,$\nu_{ijj}$,-18.60873560375226,-1.903275966644287
White,$k_{ii}$,7.311385761355476,1.0846774578094482
White,$k_{ij}$,15.983193416357306,1.75514817237854
