features,coeffsW,coeffsB
1,-0.008935071754756265,-0.003869903430896819
ϕW,0.007611314243566874,0.025218560593972292
ϕB,0.0,0.052992929874588486
ϕW^2,0.0,-0.025669788505712787
ϕW ϕB,0.011592945885222843,-0.03558772938310611
ϕB^2,-0.0023400925783744224,-0.01780503111976108
