target,term,Exact,Inferred
Black,$T_i$,1.7183631376594726,0.22692951560020447
Black,$\Gamma_i$,5.232606865421088,0.1611778438091278
Black,$\nu_{iii}$,-32.69229678119011,-5.140917778015137
Black,$\nu_{iij}$,3.8468487648737466,0.6753950119018555
Black,$\nu_{ijj}$,9.856062799745882,1.4067049026489258
Black,$k_{ii}$,17.4193447103632,1.3666833639144897
Black,$k_{ij}$,-9.496633097666733,-1.9991997480392456
White,$T_i$,0.3755539904546736,0.21657316386699677
White,$\Gamma_i$,2.4616512730183318,0.232487291097641
White,$\nu_{iii}$,-6.40074002350609,-0.7158718109130859
White,$\nu_{iij}$,-18.90620845706837,-0.8097139000892639
White,$\nu_{ijj}$,-18.60873560375226,-1.669093370437622
White,$k_{ii}$,7.311385761355476,1.2472747564315796
White,$k_{ij}$,15.983193416357306,1.5340803861618042
