features,coeffsW,coeffsB
1,0.0,0.006012435616417367
ϕW,-0.010680136484422984,-0.011223807936872953
ϕB,-1.527100879165007e-05,-0.0014573976786976459
ϕW^2,0.0,0.003506794245913627
ϕW ϕB,0.012320025215299388,0.0
ϕB^2,-0.0075203933019622115,0.005020737978206435
