features,coeffsW,coeffsB
1,-0.0676008021951584,-0.019083520420326662
ϕW,0.10107657564326741,0.028920162206531014
ϕB,0.07758468457189802,0.06923261543043151
ϕW^2,-0.004480222951282342,-0.007278552261943278
ϕW ϕB,0.019566831229146868,0.018369058740040464
ϕB^2,-0.01264963935298665,-0.008136924373155248
