features,coeffsW,coeffsB
1,0.013868441561406304,0.007695075403714129
ϕW,-0.02479396410117094,0.0
ϕB,-0.06384025219319897,-0.020765583752115915
ϕW^2,0.007616455505856084,-0.008888103784423425
ϕW ϕB,0.0,0.0028365360943158023
ϕB^2,0.022504816805435885,-0.006158836676993144
