target,term,Exact,Inferred
Black,$T_i$,1.7183631376594726,0.21271541714668274
Black,$\Gamma_i$,5.232606865421088,0.12965594232082367
Black,$\nu_{iii}$,-32.69229678119011,-5.497311592102051
Black,$\nu_{iij}$,3.8468487648737466,0.8613235354423523
Black,$\nu_{ijj}$,9.856062799745882,1.6245383024215698
Black,$k_{ii}$,17.4193447103632,1.29312002658844
Black,$k_{ij}$,-9.496633097666733,-2.2579073905944824
White,$T_i$,0.3755539904546736,0.20988458395004272
White,$\Gamma_i$,2.4616512730183318,0.2239835560321808
White,$\nu_{iii}$,-6.40074002350609,-0.6447494029998779
White,$\nu_{iij}$,-18.90620845706837,-1.0249998569488525
White,$\nu_{ijj}$,-18.60873560375226,-1.5269168615341187
White,$k_{ii}$,7.311385761355476,1.1940242052078247
White,$k_{ij}$,15.983193416357306,1.5347908735275269
