features,coeffsW,coeffsB
1,-6.42305409366481e-05,0.0
ϕW,0.0,0.0
ϕB,-0.07623130420570454,-0.020596569831368546
ϕW^2,0.0,0.00642935594064905
ϕW ϕB,-0.005246468927871668,0.0
ϕB^2,0.02208509262312544,-0.0031141718006683465
