target,term,Exact,Inferred
Black,$T_i$,1.7183631376594726,0.23331321775913239
Black,$\Gamma_i$,5.232606865421088,0.044225551187992096
Black,$\nu_{iii}$,-32.69229678119011,-4.312596321105957
Black,$\nu_{iij}$,3.8468487648737466,1.5323303937911987
Black,$\nu_{ijj}$,9.856062799745882,1.7641253471374512
Black,$k_{ii}$,17.4193447103632,-0.467013418674469
Black,$k_{ij}$,-9.496633097666733,-2.7938830852508545
White,$T_i$,0.3755539904546736,0.21446122229099274
White,$\Gamma_i$,2.4616512730183318,0.2727084159851074
White,$\nu_{iii}$,-6.40074002350609,-0.2926592528820038
White,$\nu_{iij}$,-18.90620845706837,-0.11794312298297882
White,$\nu_{ijj}$,-18.60873560375226,0.3885818421840668
White,$k_{ii}$,7.311385761355476,0.9548313021659851
White,$k_{ij}$,15.983193416357306,0.9042813181877136
