target,term,Exact,Inferred
Black,$T_i$,1.7183631376594726,0.2549979090690613
Black,$\Gamma_i$,5.232606865421088,0.11679324507713318
Black,$\nu_{iii}$,-32.69229678119011,-6.262734413146973
Black,$\nu_{iij}$,3.8468487648737466,0.668494462966919
Black,$\nu_{ijj}$,9.856062799745882,1.7952848672866821
Black,$k_{ii}$,17.4193447103632,1.4845856428146362
Black,$k_{ij}$,-9.496633097666733,-2.341639995574951
White,$T_i$,0.3755539904546736,0.21684812009334564
White,$\Gamma_i$,2.4616512730183318,0.15469661355018616
White,$\nu_{iii}$,-6.40074002350609,-0.7780203819274902
White,$\nu_{iij}$,-18.90620845706837,-1.8335237503051758
White,$\nu_{ijj}$,-18.60873560375226,0.29545503854751587
White,$k_{ii}$,7.311385761355476,1.2140181064605713
White,$k_{ij}$,15.983193416357306,1.636999249458313
