features,coeffsW,coeffsB
1,0.02035699394400699,-0.07376447671146924
ϕW,-0.013257399220789211,0.12024296517083631
ϕB,-0.051046844917187924,0.09504702076677654
ϕW^2,-0.01825738208876408,-0.03264701790176354
ϕW ϕB,0.018128325415790597,-0.03538595822601281
ϕB^2,0.0008149316407401019,0.0003370884086261251
