target,term,Exact,Inferred
Black,$T_i$,1.7183631376594726,0.18950781226158142
Black,$\Gamma_i$,5.232606865421088,0.09446199983358383
Black,$\nu_{iii}$,-32.69229678119011,-3.5512354373931885
Black,$\nu_{iij}$,3.8468487648737466,1.0656449794769287
Black,$\nu_{ijj}$,9.856062799745882,0.9184196591377258
Black,$k_{ii}$,17.4193447103632,-0.5266857147216797
Black,$k_{ij}$,-9.496633097666733,-1.891301155090332
White,$T_i$,0.3755539904546736,0.18299651145935059
White,$\Gamma_i$,2.4616512730183318,0.24045737087726593
White,$\nu_{iii}$,-6.40074002350609,-0.7638396620750427
White,$\nu_{iij}$,-18.90620845706837,-2.8525750637054443
White,$\nu_{ijj}$,-18.60873560375226,-2.73732328414917
White,$k_{ii}$,7.311385761355476,1.2086809873580933
White,$k_{ij}$,15.983193416357306,2.5888969898223877
