features,coeffsW,coeffsB
1,0.10262191190238085,-0.06462720589696873
ϕW,-0.13174069887750622,0.11751336806676965
ϕB,-0.1736089259551549,0.053230159067325825
ϕW^2,0.018770158883523166,-0.02614115843210727
ϕW ϕB,0.06819544535899964,0.022168686559870244
ϕB^2,0.02180878093720133,-0.01527313386005424
